PDEC.223.1.P00010054	PJENN.M.1.P00330030,PJENN.M.1.P01930052	PNOV.TE.1.P01410040,PNOV.TE.1.P00360013	POCT.K8.1.P71800002769770160
PDEC.223.1.P00440023,PDEC.223.1.P00500028	PJENN.M.1.P00660141,PJENN.M.1.P00670150	PNOV.TE.1.P00470088,PNOV.TE.1.P00450097	POCT.K8.1.P71800002769850028,POCT.K8.1.P71800002769680027
PDEC.223.1.P00440031,PDEC.223.1.P00500038	PJENN.M.1.P00660132,PJENN.M.1.P00670140	PNOV.TE.1.P00470081,PNOV.TE.1.P00450087	POCT.K8.1.P71800002769850035,POCT.K8.1.P71800002769680036
PDEC.223.1.P00440080,PDEC.223.1.P00500084	PJENN.M.1.P00660085,PJENN.M.1.P00670088	PNOV.TE.1.P00470039,PNOV.TE.1.P00450046	POCT.K8.1.P71800002769850078,POCT.K8.1.P71800002769680082
PDEC.223.1.P00500091	PJENN.M.1.P00660079,PJENN.M.1.P00670080	PNOV.TE.1.P00450039	POCT.K8.1.P71800002769680089
PDEC.223.1.P00440090,PDEC.223.1.P00500092	PJENN.M.1.P00660077,PJENN.M.1.P00670077	PNOV.TE.1.P00470031,PNOV.TE.1.P00450038	POCT.K8.1.P71800002769850087,POCT.K8.1.P71800002769680091
PDEC.223.1.P00440118,PDEC.223.1.P00500120	PJENN.M.1.P00660045,PJENN.M.1.P00670046	PNOV.TE.1.P00470008,PNOV.TE.1.P00450010	POCT.K8.1.P71800002769850115,POCT.K8.1.P71800002769680122
PDEC.223.1.P00510145,PDEC.223.1.P03910021	PJENN.M.1.P01630015,PJENN.M.1.P01820003	PNOV.TE.1.P03300025,PNOV.TE.1.P04560015	POCT.K8.1.P71800002770700347,POCT.K8.1.P71800002770580018
PDEC.223.1.P00510075,PDEC.223.1.P01130111	NA,PJENN.M.1.P00450001	PNOV.TE.1.P00400069,PNOV.TE.1.P02900030	POCT.K8.1.P71800002770650049,POCT.K8.1.P71800002769810270
PDEC.223.1.P00510155,NA	PJENN.M.1.P01630028	PNOV.TE.1.P03300016	POCT.K8.1.P71800002770700337
PDEC.223.1.P00530018,PDEC.223.1.P05610005	PJENN.M.1.P02510024,PJENN.M.1.P02560027	PNOV.TE.1.P01000073,PNOV.TE.1.P00200060	POCT.K8.1.P71800002770510133,POCT.K8.1.P71800002770810292
PDEC.223.1.P00530025,PDEC.223.1.P05610013	PJENN.M.1.P02510030,PJENN.M.1.P02560034	PNOV.TE.1.P01000080,PNOV.TE.1.P00200066	POCT.K8.1.P71800002770510126,POCT.K8.1.P71800002770810287
PDEC.223.1.P00530027,NA	PJENN.M.1.P02510032,PJENN.M.1.P02560035	PNOV.TE.1.P01000082	POCT.K8.1.P71800002770510124
PDEC.223.1.P00530028,PDEC.223.1.P04950018	PJENN.M.1.P02510033,PJENN.M.1.P02560036	PNOV.TE.1.P01000083,PNOV.TE.1.P00200068	POCT.K8.1.P71800002770510123,POCT.K8.1.P71800002770810300
PDEC.223.1.P00530103,NA	NA,PJENN.M.1.P01710043	PNOV.TE.1.P00840049,PNOV.TE.1.P00200128	POCT.K8.1.P71800002770510055,POCT.K8.1.P71800002770810365
PDEC.223.1.P00530010,NA	PJENN.M.1.P02560019	PNOV.TE.1.P01000065	POCT.K8.1.P71800002770510141
PDEC.223.1.P00530014,PDEC.223.1.P05610001	PJENN.M.1.P02510020,PJENN.M.1.P02560023	PNOV.TE.1.P01000069,PNOV.TE.1.P00200056	POCT.K8.1.P71800002770510137,POCT.K8.1.P71800002770810296
PDEC.223.1.P00530014,PDEC.223.1.P05610001	PJENN.M.1.P02510020,PJENN.M.1.P02560023	PNOV.TE.1.P01000069,PNOV.TE.1.P00200056	POCT.K8.1.P71800002770510137,POCT.K8.1.P71800002770810296
PDEC.223.1.P00530017,PDEC.223.1.P05610004	PJENN.M.1.P02510023,PJENN.M.1.P02560026	PNOV.TE.1.P01000072,PNOV.TE.1.P00200059	POCT.K8.1.P71800002770510134,POCT.K8.1.P71800002770810293
PDEC.223.1.P00530029,PDEC.223.1.P04950017	PJENN.M.1.P02510034,PJENN.M.1.P02560037	PNOV.TE.1.P01000084,PNOV.TE.1.P00200069	POCT.K8.1.P71800002770510122,POCT.K8.1.P71800002770810301
PDEC.223.1.P00530036,PDEC.223.1.P04950011	PJENN.M.1.P02560043	PNOV.TE.1.P01000090,PNOV.TE.1.P00200075	POCT.K8.1.P71800002770510115,POCT.K8.1.P71800002770810308
PDEC.223.1.P00530100,NA	NA,PJENN.M.1.P01710047	PNOV.TE.1.P00200131	POCT.K8.1.P71800002770810368
PDEC.223.1.P00530101,NA	NA,PJENN.M.1.P01710045	PNOV.TE.1.P00840051,PNOV.TE.1.P00200130	POCT.K8.1.P71800002770510053,POCT.K8.1.P71800002770810367
PDEC.223.1.P00530113,NA	NA,PJENN.M.1.P01710081	NA,PNOV.TE.1.P00200154	POCT.K8.1.P71800002770510013,POCT.K8.1.P71800002770810389
PDEC.223.1.P03050024,PDEC.223.1.P00540014	PJENN.M.1.P01590024,PJENN.M.1.P00990037	PNOV.TE.1.P01190002,PNOV.TE.1.P00090012	POCT.K8.1.P71800002770880170,POCT.K8.1.P71800002770730260
PDEC.223.1.P03050018,PDEC.223.1.P00540019	PJENN.M.1.P01590030,PJENN.M.1.P00990041	PNOV.TE.1.P01190007,PNOV.TE.1.P00090016	POCT.K8.1.P71800002770880164,POCT.K8.1.P71800002770730255
PDEC.223.1.P03050018,PDEC.223.1.P00540019	PJENN.M.1.P01590030,PJENN.M.1.P00990041	PNOV.TE.1.P01190007,PNOV.TE.1.P00090016	POCT.K8.1.P71800002770880164,POCT.K8.1.P71800002770730255
PDEC.223.1.P03050013,PDEC.223.1.P00540024	PJENN.M.1.P01590035,PJENN.M.1.P00990046	PNOV.TE.1.P01190011,PNOV.TE.1.P00090020	POCT.K8.1.P71800002770880160,POCT.K8.1.P71800002770730250
PDEC.223.1.P03050011,PDEC.223.1.P00540027	PJENN.M.1.P01590037,PJENN.M.1.P00990048	PNOV.TE.1.P01190013,PNOV.TE.1.P00090022	POCT.K8.1.P71800002770880158,POCT.K8.1.P71800002770730248
PDEC.223.1.P03050008,PDEC.223.1.P00540032	PJENN.M.1.P00990052	PNOV.TE.1.P01190015,PNOV.TE.1.P00090027	POCT.K8.1.P71800002770880155,POCT.K8.1.P71800002770730243
PDEC.223.1.P02950004,PDEC.223.1.P00540048	PJENN.M.1.P01590055,PJENN.M.1.P00990065	PNOV.TE.1.P01190024,PNOV.TE.1.P00090042	POCT.K8.1.P71800002770880144,POCT.K8.1.P71800002770730229
PDEC.223.1.P02950018,PDEC.223.1.P00540060	PJENN.M.1.P01590068,PJENN.M.1.P00990081	PNOV.TE.1.P01190038,PNOV.TE.1.P00090054	POCT.K8.1.P71800002770880130,POCT.K8.1.P71800002770730217
PDEC.223.1.P02950026,PDEC.223.1.P00540067	PJENN.M.1.P01590076,PJENN.M.1.P00990091	PNOV.TE.1.P00090062	POCT.K8.1.P71800002770880122,POCT.K8.1.P71800002770730208
PDEC.223.1.P01900077,PDEC.223.1.P00540089	PJENN.M.1.P01750045,PJENN.M.1.P02740030	NA,PNOV.TE.1.P00090080	POCT.K8.1.P71800002770880078,POCT.K8.1.P71800002770730189
PDEC.223.1.P01900056,PDEC.223.1.P00540126	PJENN.M.1.P01750008,PJENN.M.1.P02740008	NA,PNOV.TE.1.P00090111	POCT.K8.1.P71800002770880056,POCT.K8.1.P71800002770730155
PDEC.223.1.P01900055,PDEC.223.1.P00540127	PJENN.M.1.P01750007,PJENN.M.1.P02740007	NA,PNOV.TE.1.P00090112	POCT.K8.1.P71800002770880055,POCT.K8.1.P71800002770730154
PDEC.223.1.P00540030	PJENN.M.1.P01590039	PNOV.TE.1.P00090025	POCT.K8.1.P71800002770730245
PDEC.223.1.P00540030	PJENN.M.1.P01590039	PNOV.TE.1.P00090025	POCT.K8.1.P71800002770730245
PDEC.223.1.P00540030	PJENN.M.1.P01590039	PNOV.TE.1.P00090025	POCT.K8.1.P71800002770730245
PDEC.223.1.P00540053	PJENN.M.1.P01590059,PJENN.M.1.P00990070	PNOV.TE.1.P00090047	POCT.K8.1.P71800002770730224
PDEC.223.1.P00540109	PJENN.M.1.P01750026	NA,PNOV.TE.1.P00090096	POCT.K8.1.P71800002770730172
PDEC.223.1.P00850060,PDEC.223.1.P00550004	PJENN.M.1.P01210090,PJENN.M.1.P01150097	PNOV.TE.1.P03720014,PNOV.TE.1.P02490015	POCT.K8.1.P71800002770000175,POCT.K8.1.P71800002770100186
PDEC.223.1.P00850060,PDEC.223.1.P00550004	PJENN.M.1.P01210090,PJENN.M.1.P01150097	PNOV.TE.1.P03720014,PNOV.TE.1.P02490015	POCT.K8.1.P71800002770000175,POCT.K8.1.P71800002770100186
PDEC.223.1.P00550010	PJENN.M.1.P01150104	PNOV.TE.1.P02490021	POCT.K8.1.P71800002770100193
PDEC.223.1.P00850069,PDEC.223.1.P00550016	PJENN.M.1.P01210102,PJENN.M.1.P01150108	PNOV.TE.1.P03720023,PNOV.TE.1.P02490027	POCT.K8.1.P71800002770000182,POCT.K8.1.P71800002770100199
PDEC.223.1.P00550074	PJENN.M.1.P01690050,PJENN.M.1.P01790045	NA,PNOV.TE.1.P08710009	POCT.K8.1.P71800002770100251
PDEC.223.1.P00850102,PDEC.223.1.P00550063	PJENN.M.1.P01690061,PJENN.M.1.P01790059	PNOV.TE.1.P08990006,PNOV.TE.1.P10500003	POCT.K8.1.P71800002770000217,POCT.K8.1.P71800002770100240
PDEC.223.1.P00850123,PDEC.223.1.P00550083	PJENN.M.1.P01690040,PJENN.M.1.P01790036	PNOV.TE.1.P10230001,PNOV.TE.1.P08710001	POCT.K8.1.P71800002770000238,POCT.K8.1.P71800002770100259
PDEC.223.1.P00550106	PJENN.M.1.P01690012	PNOV.TE.1.P04400003	POCT.K8.1.P71800002770100284
PDEC.223.1.P00240188,PDEC.223.1.P00560034	PJENN.M.1.P01370037,PJENN.M.1.P00120161	PNOV.TE.1.P05580022,PNOV.TE.1.P06840013	POCT.K8.1.P71800002770510353,POCT.K8.1.P71800002770810113
PDEC.223.1.P00240145,PDEC.223.1.P00560071	PJENN.M.1.P01370078,PJENN.M.1.P00120206	PNOV.TE.1.P02440015,PNOV.TE.1.P02100013	POCT.K8.1.P71800002770510397,POCT.K8.1.P71800002770810078
PDEC.223.1.P00240140,PDEC.223.1.P00560075	PJENN.M.1.P01370084,PJENN.M.1.P00120212	PNOV.TE.1.P02440010,PNOV.TE.1.P02100009	POCT.K8.1.P71800002770510402,POCT.K8.1.P71800002770810074
PDEC.223.1.P00240124,PDEC.223.1.P00560093	PJENN.M.1.P00120228	PNOV.TE.1.P09210005,PNOV.TE.1.P08900007	POCT.K8.1.P71800002770510417,POCT.K8.1.P71800002770810057
PDEC.223.1.P00240074,PDEC.223.1.P00560126	PJENN.M.1.P01700017	PNOV.TE.1.P03070020,PNOV.TE.1.P04480014	POCT.K8.1.P71800002770510461,POCT.K8.1.P71800002770810025
PDEC.223.1.P00570058,PDEC.223.1.P00070194	PJENN.M.1.P01050018,PJENN.M.1.P01090014	PNOV.TE.1.P01390030,PNOV.TE.1.P02690009	POCT.K8.1.P71800002769300080,POCT.K8.1.P71800002770760071
PDEC.223.1.P00570059,PDEC.223.1.P00070196	PJENN.M.1.P01050019,PJENN.M.1.P01090015	PNOV.TE.1.P01390031,PNOV.TE.1.P02690011	POCT.K8.1.P71800002769300079,POCT.K8.1.P71800002770760073
PDEC.223.1.P00570079	PJENN.M.1.P01050042	PNOV.TE.1.P01390050	POCT.K8.1.P71800002769300061
PDEC.223.1.P00570081	PJENN.M.1.P01050044,PJENN.M.1.P01090034	PNOV.TE.1.P01390052	POCT.K8.1.P71800002769300059
PDEC.223.1.P00570092,PDEC.223.1.P00070236	PJENN.M.1.P01050058,PJENN.M.1.P01090048	PNOV.TE.1.P01720002,PNOV.TE.1.P02970037	POCT.K8.1.P71800002769300048,POCT.K8.1.P71800002770760108
PDEC.223.1.P00570103,PDEC.223.1.P00070246	PJENN.M.1.P01050067,PJENN.M.1.P01090055	PNOV.TE.1.P01720011,PNOV.TE.1.P02970028	POCT.K8.1.P71800002769300038,POCT.K8.1.P71800002770760118
PDEC.223.1.P00570139,PDEC.223.1.P00070282	PJENN.M.1.P01050098,PJENN.M.1.P01090090	PNOV.TE.1.P01720040,PNOV.TE.1.P02970002	POCT.K8.1.P71800002770760151
PDEC.223.1.P00580017,NA	NA,PJENN.M.1.P00370190	PNOV.TE.1.P00510013,NA	POCT.K8.1.P71800002768900195,NA
PDEC.223.1.P00590054,PDEC.223.1.P00480033	PJENN.M.1.P04990004,PJENN.M.1.P03510023	PNOV.TE.1.P11540003,PNOV.TE.1.P09120008	POCT.K8.1.P71800002770470266,POCT.K8.1.P71800002770390161
PDEC.223.1.P00590073,PDEC.223.1.P00480057	PJENN.M.1.P00630002,PJENN.M.1.P00170254	PNOV.TE.1.P02300017,PNOV.TE.1.P01150018	POCT.K8.1.P71800002770470240,POCT.K8.1.P71800002770390180
PDEC.223.1.P00590084,PDEC.223.1.P00480067	PJENN.M.1.P00630010,PJENN.M.1.P00170242	PNOV.TE.1.P02300028,PNOV.TE.1.P01150027	POCT.K8.1.P71800002770470229,POCT.K8.1.P71800002770390190
PDEC.223.1.P00590096,PDEC.223.1.P00480083	PJENN.M.1.P00630030,PJENN.M.1.P00170227	PNOV.TE.1.P02300040,PNOV.TE.1.P01150042	POCT.K8.1.P71800002770470215,POCT.K8.1.P71800002770390205
PDEC.223.1.P00590107	PJENN.M.1.P00630052	PNOV.TE.1.P02300051	POCT.K8.1.P71800002770470204
PDEC.223.1.P00590113,PDEC.223.1.P00480107	PJENN.M.1.P00630059,PJENN.M.1.P00170203	PNOV.TE.1.P04430003,PNOV.TE.1.P04440025	POCT.K8.1.P71800002770470198,POCT.K8.1.P71800002770390227
PDEC.223.1.P00590020	PJENN.M.1.P01620033,PJENN.M.1.P02020035	PNOV.TE.1.P02660025	POCT.K8.1.P71800002770390129
PDEC.223.1.P00590052,PDEC.223.1.P00480031	PJENN.M.1.P04990006,PJENN.M.1.P03510025	PNOV.TE.1.P11540005,PNOV.TE.1.P09120010	POCT.K8.1.P71800002770470268,POCT.K8.1.P71800002770390159
PDEC.223.1.P00590061	NA,PJENN.M.1.P03510015	PNOV.TE.1.P02300002	POCT.K8.1.P71800002770390167
PDEC.223.1.P00590068,PDEC.223.1.P00480048	NA,PJENN.M.1.P03510006	PNOV.TE.1.P02300011,PNOV.TE.1.P01150009	POCT.K8.1.P71800002770470251,POCT.K8.1.P71800002770390175
PDEC.223.1.P00590070,PDEC.223.1.P00480053	NA,PJENN.M.1.P03510002	PNOV.TE.1.P02300014,PNOV.TE.1.P01150014	POCT.K8.1.P71800002770470244,POCT.K8.1.P71800002770390177
PDEC.223.1.P00590091,PDEC.223.1.P00480076	PJENN.M.1.P00630020,PJENN.M.1.P00170233	PNOV.TE.1.P02300034,PNOV.TE.1.P01150036	POCT.K8.1.P71800002770470222,POCT.K8.1.P71800002770390199
PDEC.223.1.P00590103,PDEC.223.1.P00480092	PJENN.M.1.P00630042,PJENN.M.1.P00170218	PNOV.TE.1.P02300047,PNOV.TE.1.P01150049	POCT.K8.1.P71800002770470208,POCT.K8.1.P71800002770390212
PDEC.223.1.P01760007,PDEC.223.1.P00620091	PJENN.M.1.P01510054,PJENN.M.1.P00810047	PNOV.TE.1.P03260012,PNOV.TE.1.P08780003	POCT.K8.1.P71800002770430013,POCT.K8.1.P71800002769620055
PDEC.223.1.P01760031,PDEC.223.1.P00620108	PJENN.M.1.P01510039,PJENN.M.1.P00810065	PNOV.TE.1.P03250001,PNOV.TE.1.P02030036	NA,POCT.K8.1.P71800002769620039
PDEC.223.1.P01760031,PDEC.223.1.P00620108	PJENN.M.1.P01510039,PJENN.M.1.P00810065	PNOV.TE.1.P03250001,PNOV.TE.1.P02030036	NA,POCT.K8.1.P71800002769620039
PDEC.223.1.P01760032,PDEC.223.1.P00620112	PJENN.M.1.P01510037,PJENN.M.1.P00810067	PNOV.TE.1.P03250002,PNOV.TE.1.P02030038	NA,POCT.K8.1.P71800002769620037
PDEC.223.1.P00620120,PDEC.223.1.P01760038	PJENN.M.1.P00810080,PJENN.M.1.P01510029	PNOV.TE.1.P02030029,PNOV.TE.1.P03250009	POCT.K8.1.P71800002769620031,NA
PDEC.223.1.P00620006,PDEC.223.1.P00650072	PJENN.M.1.P01400057,PJENN.M.1.P01130042	PNOV.TE.1.P05390002,PNOV.TE.1.P05980004	POCT.K8.1.P71800002769620139,POCT.K8.1.P71800002769660058
NA,PDEC.223.1.P00620086	PJENN.M.1.P00810040	PNOV.TE.1.P08780008	POCT.K8.1.P71800002769620060
PDEC.223.1.P01760044,PDEC.223.1.P00620130	PJENN.M.1.P01510017,PJENN.M.1.P00810092	PNOV.TE.1.P03250016,PNOV.TE.1.P02030022	POCT.K8.1.P71800002769200002,POCT.K8.1.P71800002769620021
PDEC.223.1.P00640104,PDEC.223.1.P00910067	PJENN.M.1.P00710041,PJENN.M.1.P01740053	PNOV.TE.1.P01660016,PNOV.TE.1.P02270016	POCT.K8.1.P71800002769550047,POCT.K8.1.P71800002769410054
PDEC.223.1.P00640104,PDEC.223.1.P00910067	PJENN.M.1.P00710041,PJENN.M.1.P01740053	PNOV.TE.1.P01660016,PNOV.TE.1.P02270016	POCT.K8.1.P71800002769550047,POCT.K8.1.P71800002769410054
PDEC.223.1.P00640112,PDEC.223.1.P00910060	PJENN.M.1.P00710030,PJENN.M.1.P01740044	PNOV.TE.1.P01660007,PNOV.TE.1.P02270008	POCT.K8.1.P71800002769550040,POCT.K8.1.P71800002769410047
PDEC.223.1.P00640119,PDEC.223.1.P00910050	PJENN.M.1.P00710036,PJENN.M.1.P01740035	PNOV.TE.1.P01660003,PNOV.TE.1.P02270003	POCT.K8.1.P71800002769550035,POCT.K8.1.P71800002769410039
PDEC.223.1.P00640110	PJENN.M.1.P00710027,PJENN.M.1.P01740048	PNOV.TE.1.P01660011	POCT.K8.1.P71800002769550042
PDEC.223.1.P00640111,PDEC.223.1.P00910063	PJENN.M.1.P00710028,PJENN.M.1.P01740047	PNOV.TE.1.P01660010,PNOV.TE.1.P02270011	POCT.K8.1.P71800002769550041,POCT.K8.1.P71800002769410050
PDEC.223.1.P00620006,PDEC.223.1.P00650072	PJENN.M.1.P01400057,PJENN.M.1.P01130042	PNOV.TE.1.P05390002,PNOV.TE.1.P05980004	POCT.K8.1.P71800002769620139,POCT.K8.1.P71800002769660058
PDEC.223.1.P00650115	PJENN.M.1.P01400098	PNOV.TE.1.P01830012	POCT.K8.1.P71800002769660014
PDEC.223.1.P01800023,PDEC.223.1.P00650011	PJENN.M.1.P00070230,PJENN.M.1.P00110204	PNOV.TE.1.P06520013,PNOV.TE.1.P02880034	POCT.K8.1.P71800002770170171,POCT.K8.1.P71800002769660112
PDEC.223.1.P02470038,PDEC.223.1.P00650103	PJENN.M.1.P01400092,PJENN.M.1.P01130075	PNOV.TE.1.P02240018,PNOV.TE.1.P01830020	POCT.K8.1.P71800002769620166,POCT.K8.1.P71800002769660025
PDEC.223.1.P00660020	PJENN.M.1.P01860016,PJENN.M.1.P01600068	PNOV.TE.1.P08140013,NA	POCT.K8.1.P71800002771610153
PDEC.223.1.P00660057,PDEC.223.1.P00740091	PJENN.M.1.P02870020,PJENN.M.1.P01600030	PNOV.TE.1.P02370014,PNOV.TE.1.P01620036	POCT.K8.1.P71800002771610120,POCT.K8.1.P71800002770590208
PDEC.223.1.P00660078,PDEC.223.1.P00740072	PJENN.M.1.P02870043,PJENN.M.1.P01600008	PNOV.TE.1.P09770007,PNOV.TE.1.P01620055	POCT.K8.1.P71800002771610098,POCT.K8.1.P71800002770590190
PDEC.223.1.P00660019,PDEC.223.1.P00740128	PJENN.M.1.P01860017,PJENN.M.1.P01600069	NA,PNOV.TE.1.P01620001	POCT.K8.1.P71800002771610154,POCT.K8.1.P71800002770590244
PDEC.223.1.P00670030	PJENN.M.1.P00550128	PNOV.TE.1.P00330023	POCT.K8.1.P71800002770030019
PDEC.223.1.P00670060,PDEC.223.1.P00470056	PJENN.M.1.P00550096	NA,PNOV.TE.1.P01070002	POCT.K8.1.P71800002770030050,POCT.K8.1.P71800002766590117
PDEC.223.1.P00670070,PDEC.223.1.P00470069	PJENN.M.1.P00550088	PNOV.TE.1.P00330052,PNOV.TE.1.P00620085	POCT.K8.1.P71800002770030058,POCT.K8.1.P71800002766590105
PDEC.223.1.P00670080,PDEC.223.1.P00470080	PJENN.M.1.P00550081,PJENN.M.1.P00450094	PNOV.TE.1.P00330061,PNOV.TE.1.P00620076	POCT.K8.1.P71800002770030069,POCT.K8.1.P71800002766590090
PDEC.223.1.P00670083,PDEC.223.1.P00470084	PJENN.M.1.P00450090,PJENN.M.1.P00550077	PNOV.TE.1.P00620073	POCT.K8.1.P71800002770030071,POCT.K8.1.P71800002766590087
PDEC.223.1.P00670094,PDEC.223.1.P00470096	PJENN.M.1.P00550068,PJENN.M.1.P00450078	PNOV.TE.1.P00330074,PNOV.TE.1.P00620063	POCT.K8.1.P71800002770030085,POCT.K8.1.P71800002766590075
PDEC.223.1.P00670128,PDEC.223.1.P00470132	PJENN.M.1.P00450035,PJENN.M.1.P00550030	PNOV.TE.1.P00330104,PNOV.TE.1.P00620030	POCT.K8.1.P71800002770030117,POCT.K8.1.P71800002766590039
PDEC.223.1.P00670142,PDEC.223.1.P00470145	PJENN.M.1.P00450024,PJENN.M.1.P00550019	PNOV.TE.1.P00330115,PNOV.TE.1.P00620020	POCT.K8.1.P71800002770030127,POCT.K8.1.P71800002766590028
PDEC.223.1.P00670142,PDEC.223.1.P00470145	PJENN.M.1.P00450024,PJENN.M.1.P00550019	PNOV.TE.1.P00330115,PNOV.TE.1.P00620020	POCT.K8.1.P71800002770030127,POCT.K8.1.P71800002766590028
PDEC.223.1.P00670142,PDEC.223.1.P00470145	PJENN.M.1.P00450024,PJENN.M.1.P00550019	PNOV.TE.1.P00330115,PNOV.TE.1.P00620020	POCT.K8.1.P71800002770030127,POCT.K8.1.P71800002766590028
PDEC.223.1.P00670051,PDEC.223.1.P00470045	PJENN.M.1.P00550106,PJENN.M.1.P00450136	PNOV.TE.1.P00330037,PNOV.TE.1.P01070012	POCT.K8.1.P71800002770030042,POCT.K8.1.P71800002766590128
PDEC.223.1.P00670078,PDEC.223.1.P00470078	PJENN.M.1.P00550083,PJENN.M.1.P00450096	PNOV.TE.1.P00330059,PNOV.TE.1.P00620078	POCT.K8.1.P71800002770030067,POCT.K8.1.P71800002766590092
PDEC.223.1.P00670106,PDEC.223.1.P00470105	PJENN.M.1.P00450065,PJENN.M.1.P00550055	PNOV.TE.1.P00330085,PNOV.TE.1.P00620053	POCT.K8.1.P71800002770030096,POCT.K8.1.P71800002766590066
PDEC.223.1.P00670113	PJENN.M.1.P00450056	PNOV.TE.1.P00330090	POCT.K8.1.P71800002770030101
PDEC.223.1.P00670117	PJENN.M.1.P00450050,PJENN.M.1.P00550039	PNOV.TE.1.P00330094,PNOV.TE.1.P00620041	POCT.K8.1.P71800002770030105
PDEC.223.1.P00670129,PDEC.223.1.P00470133	PJENN.M.1.P00450034,PJENN.M.1.P00550029	PNOV.TE.1.P00330105,PNOV.TE.1.P00620029	POCT.K8.1.P71800002770030118,POCT.K8.1.P71800002766590038
PDEC.223.1.P00670134	PJENN.M.1.P00450030	PNOV.TE.1.P00330108	POCT.K8.1.P71800002770030121
PDEC.223.1.P00820017,PDEC.223.1.P00680008	PJENN.M.1.P01570071	PNOV.TE.1.P03060019,PNOV.TE.1.P03420021	POCT.K8.1.P71800002766850133,POCT.K8.1.P71800002769510010
PDEC.223.1.P00820027,PDEC.223.1.P00680022	PJENN.M.1.P00150162,PJENN.M.1.P01570060	PNOV.TE.1.P03060027,PNOV.TE.1.P03420010	POCT.K8.1.P71800002766850122,POCT.K8.1.P71800002769510022
PDEC.223.1.P00820045,PDEC.223.1.P00680040	PJENN.M.1.P01570036	PNOV.TE.1.P05740009	POCT.K8.1.P71800002766850103,POCT.K8.1.P71800002769510040
PDEC.223.1.P00820092,PDEC.223.1.P00680101	PJENN.M.1.P02750014	PNOV.TE.1.P01950027,PNOV.TE.1.P01140031	POCT.K8.1.P71800002766850054,POCT.K8.1.P71800002769510095
PDEC.223.1.P00820100,PDEC.223.1.P00680116	NA,PJENN.M.1.P02750023	PNOV.TE.1.P01950019	POCT.K8.1.P71800002766850046,POCT.K8.1.P71800002769510108
PDEC.223.1.P00820102,PDEC.223.1.P00680119	NA,PJENN.M.1.P02750027	PNOV.TE.1.P01950018,PNOV.TE.1.P01140015	POCT.K8.1.P71800002766850044,POCT.K8.1.P71800002769510111
PDEC.223.1.P00820051,PDEC.223.1.P00680051	PJENN.M.1.P01570027	PNOV.TE.1.P07120014,PNOV.TE.1.P05740018	POCT.K8.1.P71800002766850097,POCT.K8.1.P71800002769510048
PDEC.223.1.P00820106,PDEC.223.1.P00680124	NA,PJENN.M.1.P02750032	PNOV.TE.1.P01950014,PNOV.TE.1.P01140011	POCT.K8.1.P71800002766850036,POCT.K8.1.P71800002769510115
PDEC.223.1.P00820111,PDEC.223.1.P00680129	NA,PJENN.M.1.P02750038	PNOV.TE.1.P01950008,PNOV.TE.1.P01140008	POCT.K8.1.P71800002766850031,POCT.K8.1.P71800002769510119
PDEC.223.1.P00280065,PDEC.223.1.P00690034	PJENN.M.1.P00430035	PNOV.TE.1.P04410003,PNOV.TE.1.P03690032	POCT.K8.1.P71800002770180246,POCT.K8.1.P71800002770140244
PDEC.223.1.P00690049	PJENN.M.1.P00430052	PNOV.TE.1.P02820011	POCT.K8.1.P71800002770140229
PDEC.223.1.P00690048	PJENN.M.1.P00430051	PNOV.TE.1.P02820010	POCT.K8.1.P71800002770140230
PDEC.223.1.P00710066,PDEC.223.1.P01420038	PJENN.M.1.P00190027	PNOV.TE.1.P00710054,PNOV.TE.1.P00240016	POCT.K8.1.P71800002770300035,POCT.K8.1.P71800002769570018
PDEC.223.1.P00710128,PDEC.223.1.P01420089	NA,PJENN.M.1.P00190090	PNOV.TE.1.P00240067,PNOV.TE.1.P00010332	POCT.K8.1.P71800002770300095,POCT.K8.1.P71800002770780343
PDEC.223.1.P00710134,PDEC.223.1.P01420092	NA,PJENN.M.1.P00190094	PNOV.TE.1.P00240073,PNOV.TE.1.P00010328	POCT.K8.1.P71800002770300101,POCT.K8.1.P71800002770780339
PDEC.223.1.P00710059,PDEC.223.1.P01420032	PJENN.M.1.P00190019	PNOV.TE.1.P00710061,PNOV.TE.1.P00240011	POCT.K8.1.P71800002770300028,POCT.K8.1.P71800002769570012
PDEC.223.1.P00710059,PDEC.223.1.P01420032	PJENN.M.1.P00190019	PNOV.TE.1.P00710061,PNOV.TE.1.P00240011	POCT.K8.1.P71800002770300028,POCT.K8.1.P71800002769570012
PDEC.223.1.P00710064,PDEC.223.1.P01420036	PJENN.M.1.P00190024,PJENN.M.1.P00690118	PNOV.TE.1.P00710056,PNOV.TE.1.P00240014	POCT.K8.1.P71800002770300034,POCT.K8.1.P71800002769570016
PDEC.223.1.P00710096,PDEC.223.1.P01420060	PJENN.M.1.P00190054,NA	PNOV.TE.1.P00710023	POCT.K8.1.P71800002770300064,POCT.K8.1.P71800002770780372
PDEC.223.1.P00710139,PDEC.223.1.P01420099	NA,PJENN.M.1.P00190102	PNOV.TE.1.P00240079,PNOV.TE.1.P00010321	POCT.K8.1.P71800002770300106,POCT.K8.1.P71800002770780332
